zona,subzona,distrito,provincia,canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,presunta_motivacion,presun_motiva_observada,edad,sexo,etnia,estado_civil,nacionalidad,discapacidad,dia_semana,es_fin_semana,hora,franja_horaria,y
ZONA 8,D.M. GUAYAQUIL,PROGRESO,GUAYAS,GUAYAQUIL,-2.32381,-80.26139,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,22,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,11,MANANA,ARMA_CONTUNDENTE
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.97554,-79.65272,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,23,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,4,0,18,NOCHE,ARMA_FUEGO
ZONA 4,MANABI,MANTA,MANABI,MANTA,-0.9884,-80.71317,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),15,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,22,NOCHE,ARMA_FUEGO
ZONA 5,GUAYAS,EMPALME,GUAYAS,EL EMPALME,-1.04423,-79.64047,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,31,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,15,TARDE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.0523,-79.94375,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,0,MADRUGADA,OTRAS
ZONA 5,GUAYAS,EL TRIUNFO BUCAY,GUAYAS,EL TRIUNFO,-2.3300335504393,-79.40689569259078,URBANO,COLISEOS,PRIVADO,DELINCUENCIA COMUN,AMENAZA,20,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,19,NOCHE,ARMA_FUEGO
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.92085,-79.66627,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,22,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,4,MADRUGADA,OTRAS
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.24827,-79.97887,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,53,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,10,MANANA,ARMA_FUEGO
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.92511,-79.67425,URBANO,BOSQUE Y RESERVAS ECOLOGICAS,PUBLICO,DELINCUENCIA COMUN,AMENAZA,35,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,4,0,11,MANANA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.05371,-79.94343,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,22,NOCHE,ARMA_CONTUNDENTE
ZONA 7,EL ORO,PASAJE,EL ORO,PASAJE,-3.33212920003074,-79.8273226618767,RURAL,FINCA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,41,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,0,0,18,NOCHE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.05043,-79.94363,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,3,MADRUGADA,OTRAS
ZONA 2,PICHINCHA,NOROCCIDENTE,PICHINCHA,PUERTO QUITO,0.119010534241558,-79.2592730373144,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,45,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,2,0,1,MADRUGADA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.05371,-79.94343,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,23,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,22,NOCHE,OTRAS
ZONA 7,EL ORO,SANTA ROSA,EL ORO,SANTA ROSA,-3.56694,-79.86729,RURAL,BOSQUE Y RESERVAS ECOLOGICAS,PUBLICO,DELINCUENCIA COMUN,AMENAZA,43,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,10,MANANA,OTRAS
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.90761,-79.68962,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,18,NOCHE,OTRAS
ZONA 4,MANABI,EL CARMEN,MANABI,EL CARMEN,-0.27588,-79.43716,URBANO,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,18,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,22,NOCHE,ARMA_FUEGO
ZONA 4,MANABI,MANTA,MANABI,MANTA,-0.98134,-80.69982,URBANO,COLEGIOS,PRIVADO,PSICOPATOLOGIAS,TRASTORNOS MENTALES,30,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,11,MANANA,ARMA_BLANCA
ZONA 5,GUAYAS,EMPALME,GUAYAS,EL EMPALME,-1.04773,-79.6462,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,33,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,15,TARDE,ARMA_BLANCA
ZONA 5,GUAYAS,NARANJAL BALAO,GUAYAS,NARANJAL,-2.67979399999999,-79.624481,RURAL,HACIENDAS,PRIVADO,DELINCUENCIA COMUN,ROBO A PERSONAS,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,21,NOCHE,ARMA_FUEGO
ZONA 3,CHIMBORAZO,RIOBAMBA,CHIMBORAZO,RIOBAMBA,-1.67922,-78.64543,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,33,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,22,NOCHE,OTRAS
ZONA 1,SUCUMBIOS,LAGO AGRIO,SUCUMBIOS,LAGO AGRIO,0.21191,-76.73073,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,EMOCIONAL,24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,16,TARDE,ARMA_BLANCA
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.91457,-79.69774,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,23,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,18,NOCHE,OTRAS
ZONA 2,PICHINCHA,RUMINAHUI - MEJIA,PICHINCHA,MEJIA,-0.50314,-78.57388,URBANO,TERRENO BALDIO,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,39,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,6,1,7,MANANA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.0942,-79.9489,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),37,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,15,TARDE,ARMA_FUEGO
ZONA 6,CANAR,LA TRONCAL,CANAR,LA TRONCAL,-2.349383,-79.312049,RURAL,MAR,PUBLICO,DELINCUENCIA COMUN,AMENAZA,16,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,15,TARDE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.0769,-79.92847,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,ACTOS DE ODIO,36,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,20,NOCHE,ARMA_FUEGO
ZONA 5,SANTA ELENA,LIBERTAD SALINAS,SANTA ELENA,LA LIBERTAD,-2.224272,-80.906982,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,33,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,6,1,2,MADRUGADA,ARMA_FUEGO
ZONA 4,MANABI,SUCRE,MANABI,SUCRE,-0.44466,-80.20751,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,57,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,17,TARDE,ARMA_BLANCA
ZONA 5,LOS RIOS,VENTANAS,LOS RIOS,VENTANAS,-1.43214,-79.33098,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,47,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,14,TARDE,ARMA_BLANCA
ZONA 3,COTOPAXI,LATACUNGA,COTOPAXI,LATACUNGA,-0.87201,-78.63001,RURAL,CENTROS DE REHABILITACION SOCIAL,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,38,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,1,0,10,MANANA,ARMA_CONTUNDENTE
ZONA 3,CHIMBORAZO,GUANO,CHIMBORAZO,GUANO,-1.62932962150852,-78.6723940382944,RURAL,BOSQUE Y RESERVAS ECOLOGICAS,PUBLICO,DELINCUENCIA COMUN,ROBO DE CARROS,39,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,10,MANANA,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,MILAGRO,GUAYAS,MILAGRO,-2.11843,-79.57987,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,27,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,17,TARDE,ARMA_FUEGO
ZONA 5,LOS RIOS,QUEVEDO,LOS RIOS,QUEVEDO,-1.07145,-79.44204,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,36,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,1,MADRUGADA,OTRAS
ZONA 5,GUAYAS,BALZAR,GUAYAS,PALESTINA,-1.62845,-79.97709,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,37,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,2,0,19,NOCHE,ARMA_FUEGO
ZONA 3,TUNGURAHUA,AMBATO SUR,TUNGURAHUA,AMBATO,-1.3104,-78.6393,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,42,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,20,NOCHE,ARMA_BLANCA
ZONA 5,LOS RIOS,BUENA FE,LOS RIOS,BUENA FE,-0.573999807441388,-79.3688384257257,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,4,MADRUGADA,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,EUGENIO ESPEJO,PICHINCHA,QUITO,-0.20185,-78.50054,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,34,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,17,TARDE,OTRAS
ZONA 9,D.M. QUITO,EUGENIO ESPEJO,PICHINCHA,QUITO,-0.13953,-78.50163,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,68,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,0,0,23,NOCHE,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.05309,-79.9436,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,23,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,9,MANANA,OTRAS
ZONA 1,IMBABURA,CIUDAD BLANCA,IMBABURA,IBARRA,0.318104063135005,-78.0958381886012,RURAL,HACIENDAS,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,49,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,4,0,12,TARDE,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,EUGENIO ESPEJO,PICHINCHA,QUITO,-0.127751,-78.515686,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,LINCHAMIENTO,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,21,NOCHE,ARMA_CONTUNDENTE
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.26371,-79.96393,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,17,TARDE,OTRAS
ZONA 5,LOS RIOS,BUENA FE,LOS RIOS,VALENCIA,-0.81841,-79.36136,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,53,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,2,MADRUGADA,ARMA_BLANCA
ZONA 5,LOS RIOS,BABAHOYO,LOS RIOS,BABA,-1.81899,-79.70054,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,ACTOS DE ODIO,19,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,10,MANANA,OTRAS
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.25673655142727,-79.89109218120569,URBANO,HOSTALES,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,36,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,3,MADRUGADA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.24607,-79.89028,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,60,HOMBRE,MESTIZO/A,VIUDO,ECUADOR,NINGUNA,5,1,0,MADRUGADA,OTRAS
ZONA 8,D.M. GUAYAQUIL,MODELO,GUAYAS,GUAYAQUIL,-2.12059,-79.8906,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,MALTRATO,55,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,15,TARDE,ARMA_BLANCA
ZONA 5,GUAYAS,PEDRO CARBO,GUAYAS,PEDRO CARBO,-1.77046,-80.31114,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,10,MANANA,ARMA_FUEGO
ZONA 7,LOJA,LOJA,LOJA,LOJA,-4.00439,-79.19344,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,50,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,22,NOCHE,OTRAS
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.27314,-79.88476,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,42,HOMBRE,MULATO/A,CASADO,ECUADOR,NINGUNA,5,1,13,TARDE,ARMA_FUEGO
ZONA 2,ORELLANA,LA JOYA DE LOS SACHAS,ORELLANA,LA JOYA DE LOS SACHAS,-0.3029277960285279,-76.85671389117489,RURAL,FINCA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,56,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,22,NOCHE,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,QUITUMBE,PICHINCHA,QUITO,-0.28949,-78.55909,URBANO,VIA PUBLICA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,65,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,4,0,12,TARDE,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,LA DELICIA,PICHINCHA,QUITO,-0.08976,-78.51141,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,60,MUJER,MESTIZO/A,VIUDO,ECUADOR,NINGUNA,1,0,16,TARDE,ARMA_BLANCA
ZONA 6,CANAR,AZOGUES,CANAR,AZOGUES,-2.73769,-78.85074,URBANO,VIA PUBLICA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,47,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,2,0,9,MANANA,ARMA_BLANCA
ZONA 5,LOS RIOS,QUEVEDO,LOS RIOS,MOCACHE,-1.1832,-79.50546,URBANO,RIO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,15,TARDE,OTRAS
ZONA 8,D.M. GUAYAQUIL,ESTEROS,GUAYAS,GUAYAQUIL,-2.22711,-79.90653,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,37,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,19,NOCHE,ARMA_BLANCA
ZONA 5,LOS RIOS,BUENA FE,LOS RIOS,VALENCIA,-0.86994,-79.42254,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,37,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,8,MANANA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,DURAN,GUAYAS,DURAN,-2.18979077004006,-79.80291724205021,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,49,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,2,MADRUGADA,ARMA_FUEGO
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.96119,-79.62943,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,MALTRATO,55,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,20,NOCHE,ARMA_BLANCA
ZONA 7,LOJA,LOJA,LOJA,LOJA,-4.00449,-79.19315,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,34,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,5,MADRUGADA,OTRAS
ZONA 1,ESMERALDAS,ELOY ALFARO - ESM,ESMERALDAS,ELOY ALFARO,0.8343167,-78.8662,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,29,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,0,0,6,MANANA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,ESTEROS,GUAYAS,GUAYAQUIL,-2.2361,-79.92956,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,67,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,11,MANANA,ARMA_CONTUNDENTE
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.97554,-79.65272,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,41,HOMBRE,AFRO,CASADO,ECUADOR,NINGUNA,4,0,18,NOCHE,ARMA_FUEGO
ZONA 6,AZUAY,CUENCA SUR,AZUAY,CUENCA,-2.88258,-79.05196,RURAL,"FUNDACIONES, ASOCIACIONES Y ORGANIZACIONES",PRIVADO,VIOLENCIA COMUNITARIA,RINAS,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,17,TARDE,OTRAS
ZONA 2,ORELLANA,LA JOYA DE LOS SACHAS,ORELLANA,LA JOYA DE LOS SACHAS,-0.33963,-77.00398,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,6,MANANA,ARMA_BLANCA
ZONA 4,MANABI,24 DE MAYO,MANABI,SANTA ANA,-1.18903,-80.40405,URBANO,RIO,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),31,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,23,NOCHE,ARMA_BLANCA
ZONA 1,SUCUMBIOS,PUTUMAYO,SUCUMBIOS,PUTUMAYO,0.368597349141294,-76.18456363677981,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,DEUDAS,33,HOMBRE,MESTIZO/A,SOLTERO,COLOMBIA,NINGUNA,5,1,1,MADRUGADA,ARMA_FUEGO
ZONA 5,LOS RIOS,BUENA FE,LOS RIOS,BUENA FE,-0.894205093383788,-79.48984527587889,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,34,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,3,0,23,NOCHE,ARMA_FUEGO
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.91463,-79.6977,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,22,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,3,0,10,MANANA,OTRAS
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.0523,-79.94375,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,31,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,6,MANANA,OTRAS
ZONA 2,PICHINCHA,NOROCCIDENTE,PICHINCHA,PUERTO QUITO,0.15308,-79.19264,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,5,MADRUGADA,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,QUITUMBE,PICHINCHA,QUITO,-0.34499,-78.54858,URBANO,VIA PUBLICA,PRIVADO,DELINCUENCIA COMUN,ROBO A PERSONAS,29,HOMBRE,INDIGENA,SOLTERO,ECUADOR,NINGUNA,6,1,3,MADRUGADA,ARMA_BLANCA
ZONA 4,MANABI,CHONE,MANABI,CHONE,0.05065,-79.6363,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,36,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,4,0,18,NOCHE,ARMA_CONTUNDENTE
ZONA 7,LOJA,LOJA,LOJA,LOJA,-4.22116,-79.25857,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,64,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,6,MANANA,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,NARANJAL BALAO,GUAYAS,NARANJAL,-2.63693,-79.63421,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,40,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,3,MADRUGADA,ARMA_BLANCA
ZONA 9,D.M. QUITO,QUITUMBE,PICHINCHA,QUITO,-0.294415288479881,-78.5517955943976,URBANO,TERRENO BALDIO,PUBLICO,VIOLENCIA COMUNITARIA,EMOCIONAL,20,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,21,NOCHE,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,NARANJAL BALAO,GUAYAS,NARANJAL,-2.80373,-79.70959,URBANO,CANCHAS DE USO MULTIPLE,PUBLICO,DELINCUENCIA COMUN,AMENAZA,16,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,6,MANANA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,GUAYAS,GUAYAQUIL,-2.20123,-79.88546,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,14,TARDE,OTRAS
ZONA 1,ESMERALDAS,RIO VERDE,ESMERALDAS,RIOVERDE,1.042888,-79.28104299999998,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,25,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,0,0,9,MANANA,ARMA_FUEGO
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.279954,-79.92341299999998,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,45,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,20,NOCHE,ARMA_FUEGO
ZONA 5,LOS RIOS,QUEVEDO,LOS RIOS,QUEVEDO,-0.97213,-79.42786,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,47,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,18,NOCHE,ARMA_BLANCA
ZONA 4,MANABI,CHONE,MANABI,CHONE,-0.674448,-80.011275,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,ACTOS DE ODIO,35,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,17,TARDE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.05363,-79.94422,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,37,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,18,NOCHE,ARMA_CONTUNDENTE
ZONA 9,D.M. QUITO,ELOY ALFARO - DMQ,PICHINCHA,QUITO,-0.26704,-78.50728,URBANO,QUEBRADAS,PUBLICO,TRANSNACIONAL,SECUESTRO,27,MUJER,MESTIZO/A,CASADO,ECUADOR,NINGUNA,4,0,6,MANANA,OTRAS
ZONA 5,GUAYAS,BALZAR,GUAYAS,BALZAR,-1.36235,-79.90159,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,20,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,20,NOCHE,ARMA_FUEGO
